58748 1487.8232512474176
70466 1140.1537515999064
78125 1026.326850386885
23536 895.1515142309075
78115 822.2684193444418
78269 746.1071237003013
83201 595.9260423588147
12858 549.5471712372815
59464 511.98910317841245
61149 426.4105787046406
5410 414.4924516750125
5418 413.44898250050886
5166 323.732082272754
81350 299.9786506856302
27128 269.14890595360464
53046 266.2069421560612
54208 201.7845817546513
18246 182.63680808694218
85553 182.4815364853793
38350 174.827704594304
15927 163.15194220642547
16894 162.12951990390087
73326 161.0521065831855
22002 160.2484779608903
48882 154.83853773884087
27209 148.7012623990549
54214 147.49975061837876
18250 146.25897872510086
83304 145.2882795219453
39944 145.03321715803983
34745 144.22070971097708
68028 136.891559761586
14376 136.55216062100064
85601 127.73176385144401
8620 121.40652342311274
6635 120.2781493092347
7937 117.57320513060631
17276 103.33327567581617
31141 101.03529154467698
19797 100.76184710438758
22961 100.76184710438758
22021 100.12848870780662
27966 96.51832093358871
30217 94.91609962548507
47596 90.7152717812338
38383 88.36629759422043
41121 82.7865018031258
54467 79.51563101525115
69471 77.61267350531409
6104 77.58046422798296
13348 76.33191039734062
13364 63.78606606501521
64800 61.36453509767817
39961 52.216105034048766
68780 49.97469025244445
54220 46.38144017297203
42641 27.688822288822287
